player,player_team,opposing_team,game_id,season,points,position,avg_points_position
James Gist,PANATHINAIKOS OPAP ATHENS,DARUSSAFAKA TEKFEN ISTANBUL,E2018_095,2018,15,Center,17.2
Ian Vougioukas,PANATHINAIKOS OPAP ATHENS,DARUSSAFAKA TEKFEN ISTANBUL,E2018_095,2018,0,Center,17.2
Laurynas Birutis,ZALGIRIS KAUNAS,DARUSSAFAKA TEKFEN ISTANBUL,E2018_101,2018,0,Center,17.0
Brandon Davies,ZALGIRIS KAUNAS,DARUSSAFAKA TEKFEN ISTANBUL,E2018_101,2018,17,Center,17.0
Jordan Mickey,KHIMKI MOSCOW REGION,DARUSSAFAKA TEKFEN ISTANBUL,E2018_109,2018,15,Center,17.0
Zach Leday,OLYMPIACOS PIRAEUS,DARUSSAFAKA TEKFEN ISTANBUL,E2018_114,2018,12,Center,16.846153846153847
Nikola Milutinov,OLYMPIACOS PIRAEUS,DARUSSAFAKA TEKFEN ISTANBUL,E2018_114,2018,6,Center,16.846153846153847
Ante Tomic,FC BARCELONA LASSA,DARUSSAFAKA TEKFEN ISTANBUL,E2018_128,2018,9,Center,16.928571428571427
Pierre Oriola,FC BARCELONA LASSA,DARUSSAFAKA TEKFEN ISTANBUL,E2018_128,2018,2,Center,16.928571428571427
Alec Peters,CSKA MOSCOW,DARUSSAFAKA TEKFEN ISTANBUL,E2018_133,2018,2,Center,16.533333333333335
Othello Hunter,CSKA MOSCOW,DARUSSAFAKA TEKFEN ISTANBUL,E2018_133,2018,10,Center,16.533333333333335
Kyle Hines,CSKA MOSCOW,DARUSSAFAKA TEKFEN ISTANBUL,E2018_133,2018,4,Center,16.533333333333335
Tibor Pleiss,ANADOLU EFES ISTANBUL,DARUSSAFAKA TEKFEN ISTANBUL,E2018_149,2018,6,Center,16.5
Bryant Dunston,ANADOLU EFES ISTANBUL,DARUSSAFAKA TEKFEN ISTANBUL,E2018_149,2018,2,Center,16.5
Sertac Sanli,ANADOLU EFES ISTANBUL,DARUSSAFAKA TEKFEN ISTANBUL,E2018_149,2018,4,Center,16.5
Vincent Poirier,KIROLBET BASKONIA VITORIA-GASTEIZ,DARUSSAFAKA TEKFEN ISTANBUL,E2018_158,2018,6,Center,16.235294117647058
Ilimane Diop,KIROLBET BASKONIA VITORIA-GASTEIZ,DARUSSAFAKA TEKFEN ISTANBUL,E2018_158,2018,4,Center,16.235294117647058
Walter Tavares,REAL MADRID,DARUSSAFAKA TEKFEN ISTANBUL,E2018_166,2018,2,Center,15.88888888888889
Gustavo Ayon,REAL MADRID,DARUSSAFAKA TEKFEN ISTANBUL,E2018_166,2018,5,Center,15.88888888888889
William James Nunnally,AX ARMANI EXCHANGE OLIMPIA MILAN,DARUSSAFAKA TEKFEN ISTANBUL,E2018_176,2018,10,Center,15.421052631578947
Ahmet Duverioglu,FENERBAHCE ISTANBUL,DARUSSAFAKA TEKFEN ISTANBUL,E2018_181,2018,8,Center,15.15
Jan Vesely,FENERBAHCE ISTANBUL,DARUSSAFAKA TEKFEN ISTANBUL,E2018_181,2018,4,Center,15.15
Tarik Black,MACCABI FOX TEL AVIV,DARUSSAFAKA TEKFEN ISTANBUL,E2018_187,2018,17,Center,15.0
Georgios Papagiannis,PANATHINAIKOS OPAP ATHENS,DARUSSAFAKA TEKFEN ISTANBUL,E2018_193,2018,14,Center,15.090909090909092
James Gist,PANATHINAIKOS OPAP ATHENS,DARUSSAFAKA TEKFEN ISTANBUL,E2018_193,2018,9,Center,15.090909090909092
Ian Vougioukas,PANATHINAIKOS OPAP ATHENS,DARUSSAFAKA TEKFEN ISTANBUL,E2018_193,2018,2,Center,15.090909090909092
Adreian Payne,PANATHINAIKOS OPAP ATHENS,DARUSSAFAKA TEKFEN ISTANBUL,E2018_193,2018,4,Center,15.090909090909092
Oriol Pauli,HERBALIFE GRAN CANARIA,DARUSSAFAKA TEKFEN ISTANBUL,E2018_205,2018,7,Center,15.695652173913043
Aleksander Balcerowski,HERBALIFE GRAN CANARIA,DARUSSAFAKA TEKFEN ISTANBUL,E2018_205,2018,7,Center,15.695652173913043
Jordan Mickey,KHIMKI MOSCOW REGION,DARUSSAFAKA TEKFEN ISTANBUL,E2018_213,2018,22,Center,15.625
Brandon Davies,ZALGIRIS KAUNAS,DARUSSAFAKA TEKFEN ISTANBUL,E2018_222,2018,13,Center,15.88
Devin Booker,FC BAYERN MUNICH,DARUSSAFAKA TEKFEN ISTANBUL,E2018_230,2018,4,Center,15.76923076923077
Leon Radosevic,FC BAYERN MUNICH,DARUSSAFAKA TEKFEN ISTANBUL,E2018_230,2018,8,Center,15.76923076923077
Zach Leday,OLYMPIACOS PIRAEUS,DARUSSAFAKA TEKFEN ISTANBUL,E2018_239,2018,16,Center,15.62962962962963
Nikola Milutinov,OLYMPIACOS PIRAEUS,DARUSSAFAKA TEKFEN ISTANBUL,E2018_239,2018,16,Center,15.62962962962963
Michael Eric,DARUSSAFAKA TEKFEN ISTANBUL,REAL MADRID,E2018_004,2018,8,Center,
Arturas Gudaitis,AX ARMANI EXCHANGE OLIMPIA MILAN,REAL MADRID,E2018_015,2018,13,Center,8.0
Kaleb Tarczewski,AX ARMANI EXCHANGE OLIMPIA MILAN,REAL MADRID,E2018_015,2018,8,Center,8.0
Vincent Poirier,KIROLBET BASKONIA VITORIA-GASTEIZ,REAL MADRID,E2018_024,2018,8,Center,14.5
Ilimane Diop,KIROLBET BASKONIA VITORIA-GASTEIZ,REAL MADRID,E2018_024,2018,2,Center,14.5
Ajdin Penava,KIROLBET BASKONIA VITORIA-GASTEIZ,REAL MADRID,E2018_024,2018,0,Center,14.5
Laurynas Birutis,ZALGIRIS KAUNAS,REAL MADRID,E2018_038,2018,0,Center,13.0
Brandon Davies,ZALGIRIS KAUNAS,REAL MADRID,E2018_038,2018,11,Center,13.0
Jordan Mickey,KHIMKI MOSCOW REGION,REAL MADRID,E2018_053,2018,12,Center,12.5
Oriol Pauli,HERBALIFE GRAN CANARIA,REAL MADRID,E2018_060,2018,4,Center,12.4
Zach Leday,OLYMPIACOS PIRAEUS,REAL MADRID,E2018_066,2018,12,Center,11.0
Nikola Milutinov,OLYMPIACOS PIRAEUS,REAL MADRID,E2018_066,2018,8,Center,11.0
Alec Peters,CSKA MOSCOW,REAL MADRID,E2018_077,2018,11,Center,12.285714285714286
Othello Hunter,CSKA MOSCOW,REAL MADRID,E2018_077,2018,8,Center,12.285714285714286
Kyle Hines,CSKA MOSCOW,REAL MADRID,E2018_077,2018,5,Center,12.285714285714286
Bryant Dunston,ANADOLU EFES ISTANBUL,REAL MADRID,E2018_086,2018,4,Center,13.75
Tibor Pleiss,ANADOLU EFES ISTANBUL,REAL MADRID,E2018_086,2018,13,Center,13.75
Pierre Oriola,FC BARCELONA LASSA,REAL MADRID,E2018_093,2018,5,Center,14.11111111111111
Artem Pustovyi,FC BARCELONA LASSA,REAL MADRID,E2018_093,2018,4,Center,14.11111111111111
Ante Tomic,FC BARCELONA LASSA,REAL MADRID,E2018_093,2018,6,Center,14.11111111111111
Georgios Papagiannis,PANATHINAIKOS OPAP ATHENS,REAL MADRID,E2018_104,2018,8,Center,14.2
James Gist,PANATHINAIKOS OPAP ATHENS,REAL MADRID,E2018_104,2018,1,Center,14.2
Ian Vougioukas,PANATHINAIKOS OPAP ATHENS,REAL MADRID,E2018_104,2018,4,Center,14.2
Leon Radosevic,FC BAYERN MUNICH,REAL MADRID,E2018_112,2018,8,Center,14.090909090909092
Jan Vesely,FENERBAHCE ISTANBUL,REAL MADRID,E2018_117,2018,13,Center,13.583333333333334
Joffrey Lauvergne,FENERBAHCE ISTANBUL,REAL MADRID,E2018_117,2018,4,Center,13.583333333333334
Ahmet Duverioglu,FENERBAHCE ISTANBUL,REAL MADRID,E2018_117,2018,0,Center,13.583333333333334
Oriol Pauli,HERBALIFE GRAN CANARIA,REAL MADRID,E2018_132,2018,11,Center,13.846153846153847
Zach Leday,OLYMPIACOS PIRAEUS,REAL MADRID,E2018_140,2018,15,Center,13.642857142857142
Bryant Dunston,ANADOLU EFES ISTANBUL,REAL MADRID,E2018_156,2018,5,Center,13.733333333333333
Tibor Pleiss,ANADOLU EFES ISTANBUL,REAL MADRID,E2018_156,2018,15,Center,13.733333333333333
Sertac Sanli,ANADOLU EFES ISTANBUL,REAL MADRID,E2018_156,2018,0,Center,13.733333333333333
Michael Eric,DARUSSAFAKA TEKFEN ISTANBUL,REAL MADRID,E2018_166,2018,4,Center,14.125
Alec Peters,CSKA MOSCOW,REAL MADRID,E2018_173,2018,2,Center,13.529411764705882
Kyle Hines,CSKA MOSCOW,REAL MADRID,E2018_173,2018,6,Center,13.529411764705882
Othello Hunter,CSKA MOSCOW,REAL MADRID,E2018_173,2018,4,Center,13.529411764705882
Leon Radosevic,FC BAYERN MUNICH,REAL MADRID,E2018_184,2018,2,Center,13.444444444444445
Pierre Oriola,FC BARCELONA LASSA,REAL MADRID,E2018_192,2018,2,Center,12.842105263157896
Ante Tomic,FC BARCELONA LASSA,REAL MADRID,E2018_192,2018,22,Center,12.842105263157896
Jan Vesely,FENERBAHCE ISTANBUL,REAL MADRID,E2018_196,2018,12,Center,13.4
Ahmet Duverioglu,FENERBAHCE ISTANBUL,REAL MADRID,E2018_196,2018,4,Center,13.4
William James Nunnally,AX ARMANI EXCHANGE OLIMPIA MILAN,REAL MADRID,E2018_216,2018,16,Center,13.523809523809524
Kaleb Tarczewski,AX ARMANI EXCHANGE OLIMPIA MILAN,REAL MADRID,E2018_216,2018,7,Center,13.523809523809524
Ilimane Diop,KIROLBET BASKONIA VITORIA-GASTEIZ,REAL MADRID,E2018_223,2018,0,Center,13.954545454545455
Vincent Poirier,KIROLBET BASKONIA VITORIA-GASTEIZ,REAL MADRID,E2018_223,2018,19,Center,13.954545454545455
James Gist,PANATHINAIKOS OPAP ATHENS,REAL MADRID,E2018_225,2018,1,Center,14.173913043478262
Georgios Papagiannis,PANATHINAIKOS OPAP ATHENS,REAL MADRID,E2018_225,2018,9,Center,14.173913043478262
Ian Vougioukas,PANATHINAIKOS OPAP ATHENS,REAL MADRID,E2018_225,2018,6,Center,14.173913043478262
Brandon Davies,ZALGIRIS KAUNAS,REAL MADRID,E2018_236,2018,27,Center,14.25
James Gist,PANATHINAIKOS OPAP ATHENS,REAL MADRID,E2018_243,2018,2,Center,14.76
Georgios Papagiannis,PANATHINAIKOS OPAP ATHENS,REAL MADRID,E2018_243,2018,2,Center,14.76
Ian Vougioukas,PANATHINAIKOS OPAP ATHENS,REAL MADRID,E2018_243,2018,10,Center,14.76
Georgios Papagiannis,PANATHINAIKOS OPAP ATHENS,REAL MADRID,E2018_247,2018,2,Center,14.73076923076923
James Gist,PANATHINAIKOS OPAP ATHENS,REAL MADRID,E2018_247,2018,7,Center,14.73076923076923
Ian Vougioukas,PANATHINAIKOS OPAP ATHENS,REAL MADRID,E2018_247,2018,4,Center,14.73076923076923
Georgios Papagiannis,PANATHINAIKOS OPAP ATHENS,REAL MADRID,E2018_251,2018,4,Center,14.666666666666666
James Gist,PANATHINAIKOS OPAP ATHENS,REAL MADRID,E2018_251,2018,4,Center,14.666666666666666
Ian Vougioukas,PANATHINAIKOS OPAP ATHENS,REAL MADRID,E2018_251,2018,8,Center,14.666666666666666
Othello Hunter,CSKA MOSCOW,REAL MADRID,E2018_258,2018,8,Center,14.714285714285714
Kyle Hines,CSKA MOSCOW,REAL MADRID,E2018_258,2018,6,Center,14.714285714285714
Alec Peters,CSKA MOSCOW,REAL MADRID,E2018_258,2018,3,Center,14.714285714285714
Jan Vesely,FENERBAHCE ISTANBUL,REAL MADRID,E2018_259,2018,6,Center,14.793103448275861
Ahmet Duverioglu,FENERBAHCE ISTANBUL,REAL MADRID,E2018_259,2018,4,Center,14.793103448275861
Oguz Savas,DARUSSAFAKA TEKFEN ISTANBUL,REAL MADRID,E2018_004,2018,4,Forward,
Ray Mccallum,DARUSSAFAKA TEKFEN ISTANBUL,REAL MADRID,E2018_004,2018,18,Forward,
Emircan Kosut,DARUSSAFAKA TEKFEN ISTANBUL,REAL MADRID,E2018_004,2018,10,Forward,
Kartal Ozmizrak,DARUSSAFAKA TEKFEN ISTANBUL,REAL MADRID,E2018_004,2018,8,Forward,
Jeremy Evans,DARUSSAFAKA TEKFEN ISTANBUL,REAL MADRID,E2018_004,2018,8,Forward,
Jon Diebler,DARUSSAFAKA TEKFEN ISTANBUL,REAL MADRID,E2018_004,2018,5,Forward,
Zanis Peiners,DARUSSAFAKA TEKFEN ISTANBUL,REAL MADRID,E2018_004,2018,12,Forward,
Markel Brown,DARUSSAFAKA TEKFEN ISTANBUL,REAL MADRID,E2018_004,2018,2,Forward,
Dogus Ozdemiroglu,DARUSSAFAKA TEKFEN ISTANBUL,REAL MADRID,E2018_004,2018,6,Forward,
Stanton Kidd,DARUSSAFAKA TEKFEN ISTANBUL,REAL MADRID,E2018_004,2018,12,Forward,
Berk Demir,DARUSSAFAKA TEKFEN ISTANBUL,REAL MADRID,E2018_004,2018,0,Forward,
Vladimir Micov,AX ARMANI EXCHANGE OLIMPIA MILAN,REAL MADRID,E2018_015,2018,20,Forward,85.0
Mindaugas Kuzminskas,AX ARMANI EXCHANGE OLIMPIA MILAN,REAL MADRID,E2018_015,2018,2,Forward,85.0
Jeff Brooks,AX ARMANI EXCHANGE OLIMPIA MILAN,REAL MADRID,E2018_015,2018,6,Forward,85.0
Curtis Jerrells,AX ARMANI EXCHANGE OLIMPIA MILAN,REAL MADRID,E2018_015,2018,3,Forward,85.0
Marcelinho Huertas,KIROLBET BASKONIA VITORIA-GASTEIZ,REAL MADRID,E2018_024,2018,14,Forward,58.0
Tornike Shengelia,KIROLBET BASKONIA VITORIA-GASTEIZ,REAL MADRID,E2018_024,2018,9,Forward,58.0
Patricio Garino,KIROLBET BASKONIA VITORIA-GASTEIZ,REAL MADRID,E2018_024,2018,12,Forward,58.0
Johannes Voigtmann,KIROLBET BASKONIA VITORIA-GASTEIZ,REAL MADRID,E2018_024,2018,5,Forward,58.0
Aleksa Ilic,BUDUCNOST VOLI PODGORICA,REAL MADRID,E2018_028,2018,4,Forward,52.0
Danilo Nikolic,BUDUCNOST VOLI PODGORICA,REAL MADRID,E2018_028,2018,0,Forward,52.0
Petar Popovic,BUDUCNOST VOLI PODGORICA,REAL MADRID,E2018_028,2018,2,Forward,52.0
