player,game_id,Last_2_Avg_minutes,Last_2_Avg_points,Last_2_Avg_two_points_made,Last_2_Avg_two_points_attempted,Last_2_Avg_three_points_made,Last_2_Avg_three_points_attempted,Last_2_Avg_free_throws_made,Last_2_Avg_free_throws_attempted,Last_2_Avg_offensive_rebounds,Last_2_Avg_defensive_rebounds,Last_2_Avg_total_rebounds,Last_2_Avg_assists,Last_2_Avg_steals,Last_2_Avg_turnovers,Last_2_Avg_blocks_favour,Last_2_Avg_blocks_against,Last_2_Avg_fouls_committed,Last_2_Avg_fouls_received,Last_2_Avg_valuation,Last_2_Avg_ts%
Metecan Birsen,E2018_008,,,,,,,,,,,,,,,,,,,,
Leon Radosevic,E2018_008,,,,,,,,,,,,,,,,,,,,
Kevin Pangos,E2018_002,,,,,,,,,,,,,,,,,,,,
Kevin Seraphin,E2018_002,,,,,,,,,,,,,,,,,,,,
Othello Hunter,E2018_002,,,,,,,,,,,,,,,,,,,,
Shane Larkin,E2018_008,,,,,,,,,,,,,,,,,,,,
Kyle Hines,E2018_002,,,,,,,,,,,,,,,,,,,,
Angelo Caloiaro,E2018_003,,,,,,,,,,,,,,,,,,,,
Rodrigue Beaubois,E2018_008,,,,,,,,,,,,,,,,,,,,
Thomas Heurtel,E2018_002,,,,,,,,,,,,,,,,,,,,
Petteri Koponen,E2018_008,,,,,,,,,,,,,,,,,,,,
Alexander Tyus-Cecchini,E2018_003,,,,,,,,,,,,,,,,,,,,
Ioannis Papapetrou,E2018_003,,,,,,,,,,,,,,,,,,,,
Ante Tomic,E2018_002,,,,,,,,,,,,,,,,,,,,
Victor Claver,E2018_002,,,,,,,,,,,,,,,,,,,,
Kyle Kuric,E2018_002,,,,,,,,,,,,,,,,,,,,
Pierre Oriola,E2018_002,,,,,,,,,,,,,,,,,,,,
Deshaun Thomas,E2018_003,,,,,,,,,,,,,,,,,,,,
Keith Langford,E2018_003,,,,,,,,,,,,,,,,,,,,
Thanasis Antetokounmpo,E2018_003,,,,,,,,,,,,,,,,,,,,
Pau Ribas,E2018_002,,,,,,,,,,,,,,,,,,,,
Nikos Pappas,E2018_003,,,,,,,,,,,,,,,,,,,,
Devin Booker,E2018_008,,,,,,,,,,,,,,,,,,,,
Stefan Jovic,E2018_008,,,,,,,,,,,,,,,,,,,,
Nick Calathes,E2018_003,,,,,,,,,,,,,,,,,,,,
Gabriel Deck,E2018_004,,,,,,,,,,,,,,,,,,,,
Michael Roll,E2018_003,,,,,,,,,,,,,,,,,,,,
Deandre Kane,E2018_003,,,,,,,,,,,,,,,,,,,,
Nihad Djedovic,E2018_008,,,,,,,,,,,,,,,,,,,,
Matthew Lojeski,E2018_003,,,,,,,,,,,,,,,,,,,,
Sergio Llull,E2018_004,,,,,,,,,,,,,,,,,,,,
Walter Tavares,E2018_004,,,,,,,,,,,,,,,,,,,,
Jaycee Carroll,E2018_004,,,,,,,,,,,,,,,,,,,,
Felipe Reyes,E2018_004,,,,,,,,,,,,,,,,,,,,
Andrey Vorontsevich,E2018_002,,,,,,,,,,,,,,,,,,,,
Michael Eric,E2018_004,,,,,,,,,,,,,,,,,,,,
Oguz Savas,E2018_004,,,,,,,,,,,,,,,,,,,,
Klemen Prepelic,E2018_004,,,,,,,,,,,,,,,,,,,,
Chris Singleton,E2018_002,,,,,,,,,,,,,,,,,,,,
Vladimir Lucic,E2018_008,,,,,,,,,,,,,,,,,,,,
Rolands Smits,E2018_002,,,,,,,,,,,,,,,,,,,,
Jaka Blazic,E2018_002,,,,,,,,,,,,,,,,,,,,
Maodo Lo,E2018_008,,,,,,,,,,,,,,,,,,,,
Danilo Barthel,E2018_008,,,,,,,,,,,,,,,,,,,,
Alex King,E2018_008,,,,,,,,,,,,,,,,,,,,
Nando Colo De,E2018_002,,,,,,,,,,,,,,,,,,,,
Artem Pustovyi,E2018_002,,,,,,,,,,,,,,,,,,,,
Ognjen Kuzmic,E2018_004,,,,,,,,,,,,,,,,,,,,
Fabien Causeur,E2018_004,,,,,,,,,,,,,,,,,,,,
Anthony Randolph,E2018_004,,,,,,,,,,,,,,,,,,,,
Rudy Fernandez,E2018_004,,,,,,,,,,,,,,,,,,,,
Facundo Campazzo,E2018_004,,,,,,,,,,,,,,,,,,,,
Will Clyburn,E2018_002,,,,,,,,,,,,,,,,,,,,
Johnny O'Bryant,E2018_003,,,,,,,,,,,,,,,,,,,,
Sergio Rodriguez,E2018_002,,,,,,,,,,,,,,,,,,,,
Semen Antonov,E2018_002,,,,,,,,,,,,,,,,,,,,
Brock Motum,E2018_008,,,,,,,,,,,,,,,,,,,,
Adrien Moerman,E2018_008,,,,,,,,,,,,,,,,,,,,
Bugrahan Tuncer,E2018_008,,,,,,,,,,,,,,,,,,,,
Tibor Pleiss,E2018_008,,,,,,,,,,,,,,,,,,,,
Vasilije Micic,E2018_008,,,,,,,,,,,,,,,,,,,,
James Anderson,E2018_008,,,,,,,,,,,,,,,,,,,,
Bryant Dunston,E2018_008,,,,,,,,,,,,,,,,,,,,
Krunoslav Simon,E2018_008,,,,,,,,,,,,,,,,,,,,
Ivan Ukhov,E2018_002,,,,,,,,,,,,,,,,,,,,
James Gist,E2018_003,,,,,,,,,,,,,,,,,,,,
Jeffery Taylor,E2018_004,,,,,,,,,,,,,,,,,,,,
Ray Mccallum,E2018_004,,,,,,,,,,,,,,,,,,,,
Alec Peters,E2018_002,,,,,,,,,,,,,,,,,,,,
Emircan Kosut,E2018_004,,,,,,,,,,,,,,,,,,,,
Lukas Lekavicius,E2018_003,,,,,,,,,,,,,,,,,,,,
Konstantinos Mitoglou,E2018_003,,,,,,,,,,,,,,,,,,,,
Nemanja Dangubic,E2018_008,,,,,,,,,,,,,,,,,,,,
Scottie Wilbekin,E2018_003,,,,,,,,,,,,,,,,,,,,
Braydon Hobbs,E2018_008,,,,,,,,,,,,,,,,,,,,
Nikita Kurbanov,E2018_002,,,,,,,,,,,,,,,,,,,,
Kartal Ozmizrak,E2018_004,,,,,,,,,,,,,,,,,,,,
Cory Higgins,E2018_002,,,,,,,,,,,,,,,,,,,,
Jeremy Evans,E2018_004,,,,,,,,,,,,,,,,,,,,
Yovel Zoosman,E2018_003,,,,,,,,,,,,,,,,,,,,
Daniel Hackett,E2018_002,,,,,,,,,,,,,,,,,,,,
John Dibartolomeo,E2018_003,,,,,,,,,,,,,,,,,,,,
Jon Diebler,E2018_004,,,,,,,,,,,,,,,,,,,,
Stephane Yann Lasme,E2018_003,,,,,,,,,,,,,,,,,,,,
Zanis Peiners,E2018_004,,,,,,,,,,,,,,,,,,,,
Markel Brown,E2018_004,,,,,,,,,,,,,,,,,,,,
Dogus Ozdemiroglu,E2018_004,,,,,,,,,,,,,,,,,,,,
Dogus Balbay,E2018_008,,,,,,,,,,,,,,,,,,,,
Stanton Kidd,E2018_004,,,,,,,,,,,,,,,,,,,,
Tarik Black,E2018_003,,,,,,,,,,,,,,,,,,,,
Berk Demir,E2018_004,,,,,,,,,,,,,,,,,,,,
Zach Leday,E2018_005,,,,,,,,,,,,,,,,,,,,
Eulis Baez,E2018_007,,,,,,,,,,,,,,,,,,,,
Sergey Monya,E2018_005,,,,,,,,,,,,,,,,,,,,
Kim Tillie,E2018_007,,,,,,,,,,,,,,,,,,,,
Matthew Janning,E2018_006,,,,,,,,,,,,,,,,,,,,
Kostas Sloukas,E2018_007,,,,,,,,,,,,,,,,,,,,
Malcom Thomas,E2018_005,,,,,,,,,,,,,,,,,,,,
Luke Fischer,E2018_007,,,,,,,,,,,,,,,,,,,,
Anzejs Pasecniks,E2018_007,,,,,,,,,,,,,,,,,,,,
Sasha Vezenkov,E2018_005,,,,,,,,,,,,,,,,,,,,
Vangelis Mantzaris,E2018_005,,,,,,,,,,,,,,,,,,,,
Demarquis Bost,E2018_005,,,,,,,,,,,,,,,,,,,,
Georgios Printezis,E2018_005,,,,,,,,,,,,,,,,,,,,
Danilo Nikolic,E2018_001,,,,,,,,,,,,,,,,,,,,
Janis Strelnieks,E2018_005,,,,,,,,,,,,,,,,,,,,
Nikola Milutinov,E2018_005,,,,,,,,,,,,,,,,,,,,
Petar Popovic,E2018_001,,,,,,,,,,,,,,,,,,,,
Christopher Evans,E2018_007,,,,,,,,,,,,,,,,,,,,
Kostas Papanikolaou,E2018_005,,,,,,,,,,,,,,,,,,,,
Xavier Rabaseda,E2018_007,,,,,,,,,,,,,,,,,,,,
Earl Clark,E2018_001,,,,,,,,,,,,,,,,,,,,
Janis Timma,E2018_005,,,,,,,,,,,,,,,,,,,,
Clevin Hannah,E2018_007,,,,,,,,,,,,,,,,,,,,
Nigel Williams-Goss,E2018_005,,,,,,,,,,,,,,,,,,,,
Marcus Eriksson,E2018_007,,,,,,,,,,,,,,,,,,,,
Petr Gubanov,E2018_005,,,,,,,,,,,,,,,,,,,,
Ondrej Balvin,E2018_007,,,,,,,,,,,,,,,,,,,,
Anthony Gill,E2018_005,,,,,,,,,,,,,,,,,,,,
Charles Jenkins,E2018_005,,,,,,,,,,,,,,,,,,,,
Edwin Jackson,E2018_001,,,,,,,,,,,,,,,,,,,,
Stefan Markovic,E2018_005,,,,,,,,,,,,,,,,,,,,
Tony Crocker,E2018_005,,,,,,,,,,,,,,,,,,,,
Nikola Ivanovic,E2018_001,,,,,,,,,,,,,,,,,,,,
Filip Barovic,E2018_001,,,,,,,,,,,,,,,,,,,,
Coty Clarke,E2018_001,,,,,,,,,,,,,,,,,,,,
Nemanja Gordic,E2018_001,,,,,,,,,,,,,,,,,,,,
Aaron Craft,E2018_001,,,,,,,,,,,,,,,,,,,,
Zoran Nikolic,E2018_001,,,,,,,,,,,,,,,,,,,,
Axel Toupane,E2018_005,,,,,,,,,,,,,,,,,,,,
Alen Omic,E2018_001,,,,,,,,,,,,,,,,,,,,
Vassilis Spanoulis,E2018_005,,,,,,,,,,,,,,,,,,,,
Oriol Pauli,E2018_007,,,,,,,,,,,,,,,,,,,,
Dairis Bertans,E2018_001,,,,,,,,,,,,,,,,,,,,
Jordan Mickey,E2018_005,,,,,,,,,,,,,,,,,,,,
Vincent Poirier,E2018_006,,,,,,,,,,,,,,,,,,,,
Luigi Datome,E2018_007,,,,,,,,,,,,,,,,,,,,
Marko Guduric,E2018_007,,,,,,,,,,,,,,,,,,,,
Nikola Kalinic,E2018_007,,,,,,,,,,,,,,,,,,,,
Johannes Voigtmann,E2018_006,,,,,,,,,,,,,,,,,,,,
Mike James,E2018_001,,,,,,,,,,,,,,,,,,,,
Egor Vyaltsev,E2018_005,,,,,,,,,,,,,,,,,,,,
Brandon Davies,E2018_006,,,,,,,,,,,,,,,,,,,,
Nate Wolters,E2018_006,,,,,,,,,,,,,,,,,,,,
Thomas Walkup,E2018_006,,,,,,,,,,,,,,,,,,,,
Joffrey Lauvergne,E2018_007,,,,,,,,,,,,,,,,,,,,
Leo Westermann,E2018_006,,,,,,,,,,,,,,,,,,,,
Paulius Jankunas,E2018_006,,,,,,,,,,,,,,,,,,,,
Laurynas Birutis,E2018_006,,,,,,,,,,,,,,,,,,,,
Arturas Milaknis,E2018_006,,,,,,,,,,,,,,,,,,,,
Aaron White,E2018_006,,,,,,,,,,,,,,,,,,,,
Marius Grigonis,E2018_006,,,,,,,,,,,,,,,,,,,,
Edgaras Ulanovas,E2018_006,,,,,,,,,,,,,,,,,,,,
Luca Vildoza,E2018_006,,,,,,,,,,,,,,,,,,,,
Ahmet Duverioglu,E2018_007,,,,,,,,,,,,,,,,,,,,
Jan Vesely,E2018_007,,,,,,,,,,,,,,,,,,,,
Sinan Guler,E2018_007,,,,,,,,,,,,,,,,,,,,
Jayson Granger,E2018_006,,,,,,,,,,,,,,,,,,,,
Tornike Shengelia,E2018_006,,,,,,,,,,,,,,,,,,,,
Amedeo Valle Della,E2018_001,,,,,,,,,,,,,,,,,,,,
Albert Oliver,E2018_007,,,,,,,,,,,,,,,,,,,,
Patricio Garino,E2018_006,,,,,,,,,,,,,,,,,,,,
Shavon Shields,E2018_006,,,,,,,,,,,,,,,,,,,,
Darrun Hilliard,E2018_006,,,,,,,,,,,,,,,,,,,,
Vladimir Micov,E2018_001,,,,,,,,,,,,,,,,,,,,
Tyler Ennis,E2018_007,,,,,,,,,,,,,,,,,,,,
Melih Mahmutoglu,E2018_007,,,,,,,,,,,,,,,,,,,,
Marcelinho Huertas,E2018_006,,,,,,,,,,,,,,,,,,,,
Arturas Gudaitis,E2018_001,,,,,,,,,,,,,,,,,,,,
Nemanja Nedovic,E2018_001,,,,,,,,,,,,,,,,,,,,
Nicolo Melli,E2018_007,,,,,,,,,,,,,,,,,,,,
Mindaugas Kuzminskas,E2018_001,,,,,,,,,,,,,,,,,,,,
Ilimane Diop,E2018_006,,,,,,,,,,,,,,,,,,,,
Christian Burns,E2018_001,,,,,,,,,,,,,,,,,,,,
Jeff Brooks,E2018_001,,,,,,,,,,,,,,,,,,,,
Curtis Jerrells,E2018_001,,,,,,,,,,,,,,,,,,,,
Alexey Shved,E2018_005,,,,,,,,,,,,,,,,,,,,
Dj Strawberry,E2018_007,,,,,,,,,,,,,,,,,,,,
Kaleb Tarczewski,E2018_001,,,,,,,,,,,,,,,,,,,,
Angelo Caloiaro,E2018_010,,,,,,,,,,,,,,,,,,,,
Yovel Zoosman,E2018_010,,,,,,,,,,,,,,,,,,,,
Scottie Wilbekin,E2018_010,,,,,,,,,,,,,,,,,,,,
Ioannis Papapetrou,E2018_011,,,,,,,,,,,,,,,,,,,,
Nikos Pappas,E2018_011,,,,,,,,,,,,,,,,,,,,
Nick Calathes,E2018_011,,,,,,,,,,,,,,,,,,,,
Michael Roll,E2018_010,,,,,,,,,,,,,,,,,,,,
James Gist,E2018_011,,,,,,,,,,,,,,,,,,,,
Deandre Kane,E2018_010,,,,,,,,,,,,,,,,,,,,
Xavier Rabaseda,E2018_012,,,,,,,,,,,,,,,,,,,,
Danilo Barthel,E2018_011,,,,,,,,,,,,,,,,,,,,
Jake Cohen,E2018_010,,,,,,,,,,,,,,,,,,,,
Tarik Black,E2018_010,,,,,,,,,,,,,,,,,,,,
Alec Peters,E2018_010,,,,,,,,,,,,,,,,,,,,
Luke Fischer,E2018_012,,,,,,,,,,,,,,,,,,,,
Kyle Hines,E2018_010,,,,,,,,,,,,,,,,,,,,
Kevin Seraphin,E2018_012,,,,,,,,,,,,,,,,,,,,
Christopher Evans,E2018_012,,,,,,,,,,,,,,,,,,,,
Ray Mccallum,E2018_009,,,,,,,,,,,,,,,,,,,,
John Dibartolomeo,E2018_010,,,,,,,,,,,,,,,,,,,,
Keith Langford,E2018_011,,,,,,,,,,,,,,,,,,,,
Coty Clarke,E2018_009,,,,,,,,,,,,,,,,,,,,
Thanasis Antetokounmpo,E2018_011,,,,,,,,,,,,,,,,,,,,
Oriol Pauli,E2018_012,,,,,,,,,,,,,,,,,,,,
Andrey Vorontsevich,E2018_010,,,,,,,,,,,,,,,,,,,,
Konstantinos Mitoglou,E2018_011,,,,,,,,,,,,,,,,,,,,
Johnny O'Bryant,E2018_010,,,,,,,,,,,,,,,,,,,,
Danilo Nikolic,E2018_009,,,,,,,,,,,,,,,,,,,,
Alen Omic,E2018_009,,,,,,,,,,,,,,,,,,,,
Zoran Nikolic,E2018_009,,,,,,,,,,,,,,,,,,,,
Aaron Craft,E2018_009,,,,,,,,,,,,,,,,,,,,
Nemanja Gordic,E2018_009,,,,,,,,,,,,,,,,,,,,
Semen Antonov,E2018_010,,,,,,,,,,,,,,,,,,,,
Stephane Yann Lasme,E2018_011,,,,,,,,,,,,,,,,,,,,
Sergio Rodriguez,E2018_010,,,,,,,,,,,,,,,,,,,,
Will Clyburn,E2018_010,,,,,,,,,,,,,,,,,,,,
Cory Higgins,E2018_010,,,,,,,,,,,,,,,,,,,,
Filip Barovic,E2018_009,,,,,,,,,,,,,,,,,,,,
Daniel Hackett,E2018_010,,,,,,,,,,,,,,,,,,,,
Ivan Ukhov,E2018_010,,,,,,,,,,,,,,,,,,,,
Lukas Lekavicius,E2018_011,,,,,,,,,,,,,,,,,,,,
Nando Colo De,E2018_010,,,,,,,,,,,,,,,,,,,,
Deshaun Thomas,E2018_011,,,,,,,,,,,,,,,,,,,,
Nikita Kurbanov,E2018_010,,,,,,,,,,,,,,,,,,,,
Anzejs Pasecniks,E2018_012,,,,,,,,,,,,,,,,,,,,
Ondrej Balvin,E2018_012,,,,,,,,,,,,,,,,,,,,
Artem Pustovyi,E2018_012,,,,,,,,,,,,,,,,,,,,
Thomas Heurtel,E2018_012,,,,,,,,,,,,,,,,,,,,
Zanis Peiners,E2018_009,,,,,,,,,,,,,,,,,,,,
Jaka Blazic,E2018_012,,,,,,,,,,,,,,,,,,,,
Chris Singleton,E2018_012,,,,,,,,,,,,,,,,,,,,
Devin Booker,E2018_011,,,,,,,,,,,,,,,,,,,,
Eulis Baez,E2018_012,,,,,,,,,,,,,,,,,,,,
Dj Strawberry,E2018_012,,,,,,,,,,,,,,,,,,,,
Nemanja Dangubic,E2018_011,,,,,,,,,,,,,,,,,,,,
Alex King,E2018_011,,,,,,,,,,,,,,,,,,,,
Leon Radosevic,E2018_011,,,,,,,,,,,,,,,,,,,,
Petteri Koponen,E2018_011,,,,,,,,,,,,,,,,,,,,
Derrick Williams,E2018_011,,,,,,,,,,,,,,,,,,,,
Matthew Lojeski,E2018_011,,,,,,,,,,,,,,,,,,,,
Braydon Hobbs,E2018_011,,,,,,,,,,,,,,,,,,,,
Vladimir Lucic,E2018_011,,,,,,,,,,,,,,,,,,,,
Maodo Lo,E2018_011,,,,,,,,,,,,,,,,,,,,
Stefan Jovic,E2018_011,,,,,,,,,,,,,,,,,,,,
Markel Brown,E2018_009,,,,,,,,,,,,,,,,,,,,
Pierre Oriola,E2018_012,,,,,,,,,,,,,,,,,,,,
Kyle Kuric,E2018_012,,,,,,,,,,,,,,,,,,,,
Alexander Tyus-Cecchini,E2018_010,,,,,,,,,,,,,,,,,,,,
Ante Tomic,E2018_012,,,,,,,,,,,,,,,,,,,,
Nihad Djedovic,E2018_011,,,,,,,,,,,,,,,,,,,,
Clevin Hannah,E2018_012,,,,,,,,,,,,,,,,,,,,
Albert Oliver,E2018_012,,,,,,,,,,,,,,,,,,,,
Oguz Savas,E2018_009,,,,,,,,,,,,,,,,,,,,
Dogus Ozdemiroglu,E2018_009,,,,,,,,,,,,,,,,,,,,
Victor Claver,E2018_012,,,,,,,,,,,,,,,,,,,,
Berk Demir,E2018_009,,,,,,,,,,,,,,,,,,,,
Muhammed Baygul,E2018_009,,,,,,,,,,,,,,,,,,,,
Kartal Ozmizrak,E2018_009,,,,,,,,,,,,,,,,,,,,
Stanton Kidd,E2018_009,,,,,,,,,,,,,,,,,,,,
Kevin Pangos,E2018_012,,,,,,,,,,,,,,,,,,,,
Kim Tillie,E2018_012,,,,,,,,,,,,,,,,,,,,
Jeremy Evans,E2018_009,,,,,,,,,,,,,,,,,,,,
Michael Eric,E2018_009,,,,,,,,,,,,,,,,,,,,
Edwin Jackson,E2018_009,,,,,,,,,,,,,,,,,,,,
Jon Diebler,E2018_009,,,,,,,,,,,,,,,,,,,,
Earl Clark,E2018_009,,,,,,,,,,,,,,,,,,,,
Pau Ribas,E2018_012,,,,,,,,,,,,,,,,,,,,
Othello Hunter,E2018_010,,,,,,,,,,,,,,,,,,,,
Nikola Ivanovic,E2018_009,,,,,,,,,,,,,,,,,,,,
Vassilis Spanoulis,E2018_016,,,,,,,,,,,,,,,,,,,,
Axel Toupane,E2018_016,,,,,,,,,,,,,,,,,,,,
Nigel Williams-Goss,E2018_016,,,,,,,,,,,,,,,,,,,,
Darrun Hilliard,E2018_016,,,,,,,,,,,,,,,,,,,,
Shavon Shields,E2018_016,,,,,,,,,,,,,,,,,,,,
Patricio Garino,E2018_016,,,,,,,,,,,,,,,,,,,,
Tornike Shengelia,E2018_016,,,,,,,,,,,,,,,,,,,,
Vincent Poirier,E2018_016,,,,,,,,,,,,,,,,,,,,
Jaycee Carroll,E2018_015,,,,,,,,,,,,,,,,,,,,
Ilimane Diop,E2018_016,,,,,,,,,,,,,,,,,,,,
Marcelinho Huertas,E2018_016,,,,,,,,,,,,,,,,,,,,
Johannes Voigtmann,E2018_016,,,,,,,,,,,,,,,,,,,,
Miguel Gonzalez,E2018_016,,,,,,,,,,,,,,,,,,,,
Nikola Kalinic,E2018_014,,,,,,,,,,,,,,,,,,,,
Marius Grigonis,E2018_013,,,,,,,,,,,,,,,,,,,,
Melih Mahmutoglu,E2018_014,,,,,,,,,,,,,,,,,,,,
Brandon Davies,E2018_013,,,,,,,,,,,,,,,,,,,,
Janis Timma,E2018_016,,,,,,,,,,,,,,,,,,,,
Jayson Granger,E2018_016,,,,,,,,,,,,,,,,,,,,
Nikola Milutinov,E2018_016,,,,,,,,,,,,,,,,,,,,
Andrey Zubkov,E2018_014,,,,,,,,,,,,,,,,,,,,
Kostas Papanikolaou,E2018_016,,,,,,,,,,,,,,,,,,,,
Walter Tavares,E2018_015,,,,,,,,,,,,,,,,,,,,
Joffrey Lauvergne,E2018_014,,,,,,,,,,,,,,,,,,,,
Tony Crocker,E2018_014,,,,,,,,,,,,,,,,,,,,
Stefan Markovic,E2018_014,,,,,,,,,,,,,,,,,,,,
Anthony Gill,E2018_014,,,,,,,,,,,,,,,,,,,,
Charles Jenkins,E2018_014,,,,,,,,,,,,,,,,,,,,
Jordan Mickey,E2018_014,,,,,,,,,,,,,,,,,,,,
Luigi Datome,E2018_014,,,,,,,,,,,,,,,,,,,,
Georgios Printezis,E2018_016,,,,,,,,,,,,,,,,,,,,
Sinan Guler,E2018_014,,,,,,,,,,,,,,,,,,,,
Marko Guduric,E2018_014,,,,,,,,,,,,,,,,,,,,
Malcom Thomas,E2018_014,,,,,,,,,,,,,,,,,,,,
Tyler Ennis,E2018_014,,,,,,,,,,,,,,,,,,,,
Luca Vildoza,E2018_016,,,,,,,,,,,,,,,,,,,,
Kostas Sloukas,E2018_014,,,,,,,,,,,,,,,,,,,,
Vangelis Mantzaris,E2018_016,,,,,,,,,,,,,,,,,,,,
Matthew Janning,E2018_016,,,,,,,,,,,,,,,,,,,,
Zach Leday,E2018_016,,,,,,,,,,,,,,,,,,,,
Jan Vesely,E2018_014,,,,,,,,,,,,,,,,,,,,
Sergio Llull,E2018_015,,,,,,,,,,,,,,,,,,,,
Alexey Shved,E2018_014,,,,,,,,,,,,,,,,,,,,
Ognjen Kuzmic,E2018_015,,,,,,,,,,,,,,,,,,,,
Arturas Milaknis,E2018_013,,,,,,,,,,,,,,,,,,,,
Laurynas Birutis,E2018_013,,,,,,,,,,,,,,,,,,,,
Paulius Jankunas,E2018_013,,,,,,,,,,,,,,,,,,,,
Amedeo Valle Della,E2018_015,,,,,,,,,,,,,,,,,,,,
Mike James,E2018_015,,,,,,,,,,,,,,,,,,,,
Vladimir Micov,E2018_015,,,,,,,,,,,,,,,,,,,,
Arturas Gudaitis,E2018_015,,,,,,,,,,,,,,,,,,,,
Dairis Bertans,E2018_015,,,,,,,,,,,,,,,,,,,,
Kaleb Tarczewski,E2018_015,,,,,,,,,,,,,,,,,,,,
Nemanja Nedovic,E2018_015,,,,,,,,,,,,,,,,,,,,
Demarquis Bost,E2018_014,,,,,,,,,,,,,,,,,,,,
Mindaugas Kuzminskas,E2018_015,,,,,,,,,,,,,,,,,,,,
Jeff Brooks,E2018_015,,,,,,,,,,,,,,,,,,,,
Curtis Jerrells,E2018_015,,,,,,,,,,,,,,,,,,,,
Leo Westermann,E2018_013,,,,,,,,,,,,,,,,,,,,
Fabien Causeur,E2018_015,,,,,,,,,,,,,,,,,,,,
Ali Muhammed,E2018_014,,,,,,,,,,,,,,,,,,,,
Janis Strelnieks,E2018_016,,,,,,,,,,,,,,,,,,,,
Sasha Vezenkov,E2018_016,,,,,,,,,,,,,,,,,,,,
Aaron White,E2018_013,,,,,,,,,,,,,,,,,,,,
Giorgos Bogris,E2018_016,,,,,,,,,,,,,,,,,,,,
Gabriel Deck,E2018_015,,,,,,,,,,,,,,,,,,,,
Edgaras Ulanovas,E2018_013,,,,,,,,,,,,,,,,,,,,
Jeffery Taylor,E2018_015,,,,,,,,,,,,,,,,,,,,
Donatas Sabeckis,E2018_013,,,,,,,,,,,,,,,,,,,,
Thomas Walkup,E2018_013,,,,,,,,,,,,,,,,,,,,
Nate Wolters,E2018_013,,,,,,,,,,,,,,,,,,,,
Krunoslav Simon,E2018_013,,,,,,,,,,,,,,,,,,,,
Antanas Kavaliauskas,E2018_013,,,,,,,,,,,,,,,,,,,,
Bryant Dunston,E2018_013,,,,,,,,,,,,,,,,,,,,
James Anderson,E2018_013,,,,,,,,,,,,,,,,,,,,
Vasilije Micic,E2018_013,,,,,,,,,,,,,,,,,,,,
Nicolo Melli,E2018_014,,,,,,,,,,,,,,,,,,,,
Adrien Moerman,E2018_013,,,,,,,,,,,,,,,,,,,,
Tibor Pleiss,E2018_013,,,,,,,,,,,,,,,,,,,,
Rudy Fernandez,E2018_015,,,,,,,,,,,,,,,,,,,,
Facundo Campazzo,E2018_015,,,,,,,,,,,,,,,,,,,,
Felipe Reyes,E2018_015,,,,,,,,,,,,,,,,,,,,
Anthony Randolph,E2018_015,,,,,,,,,,,,,,,,,,,,
Rodrigue Beaubois,E2018_013,,,,,,,,,,,,,,,,,,,,
Dogus Balbay,E2018_013,,,,,,,,,,,,,,,,,,,,
Brock Motum,E2018_013,,,,,,,,,,,,,,,,,,,,
Shane Larkin,E2018_013,,,,,,,,,,,,,,,,,,,,
Earl Clark,E2018_017,,,,,,,,,,,,,,,,,,,,
Filip Barovic,E2018_017,,,,,,,,,,,,,,,,,,,,
Coty Clarke,E2018_017,,,,,,,,,,,,,,,,,,,,
Nemanja Gordic,E2018_017,,,,,,,,,,,,,,,,,,,,
Aaron Craft,E2018_017,,,,,,,,,,,,,,,,,,,,
Petar Popovic,E2018_017,,,,,,,,,,,,,,,,,,,,
Alex King,E2018_020,,,,,,,,,,,,,,,,,,,,
Danilo Nikolic,E2018_017,,,,,,,,,,,,,,,,,,,,
Ray Mccallum,E2018_018,,,,,,,,,,,,,,,,,,,,
Angelo Caloiaro,E2018_017,,,,,,,,,,,,,,,,,,,,
Michael Roll,E2018_017,,,,,,,,,,,,,,,,,,,,
Nimrod Levi,E2018_017,,,,,,,,,,,,,,,,,,,,
John Dibartolomeo,E2018_017,,,,,,,,,,,,,,,,,,,,
Tarik Black,E2018_017,,,,,,,,,,,,,,,,,,,,
Yovel Zoosman,E2018_017,,,,,,,,,,,,,,,,,,,,
Muhammed Baygul,E2018_018,,,,,,,,,,,,,,,,,,,,
Kartal Ozmizrak,E2018_018,,,,,,,,,,,,,,,,,,,,
Suad Sehovic,E2018_017,,,,,,,,,,,,,,,,,,,,
Scottie Wilbekin,E2018_017,,,,,,,,,,,,,,,,,,,,
Edwin Jackson,E2018_017,,,,,,,,,,,,,,,,,,,,
Jaka Blazic,E2018_020,,,,,,,,,,,,,,,,,,,,
Stanton Kidd,E2018_018,,,,,,,,,,,,,,,,,,,,
Markel Brown,E2018_018,,,,,,,,,,,,,,,,,,,,
Pierre Oriola,E2018_020,,,,,,,,,,,,,,,,,,,,
Nemanja Dangubic,E2018_020,,,,,,,,,,,,,,,,,,,,
Kevin Seraphin,E2018_020,,,,,,,,,,,,,,,,,,,,
Kyle Kuric,E2018_020,,,,,,,,,,,,,,,,,,,,
Nihad Djedovic,E2018_020,,,,,,,,,,,,,,,,,,,,
Andrey Vorontsevich,E2018_018,,,,,,,,,,,,,,,,,,,,
Luke Fischer,E2018_019,,,,,,,,,,,,,,,,,,,,
Stephane Yann Lasme,E2018_019,,,,,,,,,,,,,,,,,,,,
Pau Ribas,E2018_020,,,,,,,,,,,,,,,,,,,,
Chris Singleton,E2018_020,,,,,,,,,,,,,,,,,,,,
